year,month,monthly_anomaly,monthly_uncertainty
1918,9,-0.232,0.255
1918,10,0.179,0.18
1918,11,-0.403,0.189
1918,12,-0.804,0.194
1919,1,-0.416,0.268
1919,2,-0.353,0.226
1919,3,-0.57,0.206
1919,4,0.157,0.23
1919,5,-0.383,0.285
1919,6,-0.267,0.24
1919,7,-0.117,0.316
1919,8,-0.089,0.328
1919,9,-0.14,0.244
1919,10,0.081,0.204
1919,11,-0.62,0.195
1919,12,-0.438,0.221
1920,1,0.24,0.228
1920,2,-0.493,0.234
1920,3,-0.074,0.235
1920,4,-0.039,0.253
1920,5,-0.213,0.29
1920,6,-0.399,0.269
1920,7,-0.141,0.323
1920,8,-0.242,0.331
1920,9,-0.319,0.245
1920,10,-0.247,0.182
1920,11,-0.551,0.203
1920,12,-1.003,0.218
1921,1,0.348,0.214
1921,2,-0.084,0.236
1921,3,-0.258,0.195
1921,4,-0.004,0.244
1921,5,-0.117,0.289
1921,6,-0.05,0.241
1921,7,0.038,0.305
1921,8,-0.367,0.329
1921,9,-0.258,0.24
1921,10,0.007,0.203
1921,11,-0.247,0.191
1921,12,0.026,0.259
1922,1,-0.494,0.242
1922,2,-0.869,0.3
1922,3,-0.155,0.205
1922,4,0.06,0.236
1922,5,-0.245,0.287
1922,6,-0.16,0.235
1922,7,-0.13,0.3
1922,8,-0.371,0.328
1922,9,-0.375,0.241
1922,10,-0.251,0.213
1922,11,-0.089,0.187
1922,12,-0.015,0.209
1923,1,-0.111,0.217
1923,2,-0.673,0.214
1923,3,-0.443,0.225
1923,4,-0.586,0.237
1923,5,-0.493,0.294
1923,6,-0.23,0.254
1923,7,-0.45,0.308
1923,8,-0.324,0.33
1923,9,-0.251,0.257
1923,10,0.228,0.191
1923,11,0.229,0.2
1923,12,0.208,0.224
1924,1,-0.313,0.237
1924,2,-0.324,0.227
1924,3,0.025,0.192
1924,4,-0.374,0.245
1924,5,-0.165,0.311
1924,6,-0.188,0.249
1924,7,-0.129,0.306
1924,8,-0.295,0.324
1924,9,-0.184,0.241
1924,10,-0.066,0.182
1924,11,0.248,0.228
1924,12,-0.201,0.235
1925,1,-0.368,0.224
1925,2,-0.558,0.25
1925,3,-0.275,0.201
1925,4,0.07,0.25
1925,5,-0.314,0.306
1925,6,-0.424,0.25
1925,7,-0.318,0.304
1925,8,-0.155,0.336
1925,9,-0.146,0.258
1925,10,-0.069,0.182
1925,11,0.221,0.183
1925,12,0.677,0.198
1926,1,0.805,0.226
1926,2,0.468,0.206
1926,3,0.475,0.202
1926,4,-0.142,0.239
1926,5,-0.434,0.28
1926,6,-0.271,0.261
1926,7,-0.239,0.317
1926,8,-0.055,0.324
1926,9,-0.054,0.248
1926,10,0.276,0.201
1926,11,0.129,0.191
1926,12,-0.365,0.234
1927,1,-0.31,0.221
1927,2,-0.24,0.251
1927,3,-0.71,0.252
1927,4,-0.313,0.26
1927,5,-0.209,0.286
1927,6,-0.267,0.24
1927,7,-0.123,0.3
1927,8,-0.237,0.332
1927,9,0.109,0.249
1927,10,0.603,0.19
1927,11,0.161,0.193
1927,12,-0.481,0.197
1928,1,0.347,0.207
1928,2,0.073,0.225
1928,3,-0.358,0.206
1928,4,-0.104,0.237
1928,5,-0.208,0.284
1928,6,-0.443,0.233
1928,7,-0.127,0.296
1928,8,-0.242,0.324
1928,9,-0.1,0.237
1928,10,0.185,0.185
1928,11,0.174,0.205
1928,12,0.158,0.222
1929,1,-0.614,0.221
1929,2,-1.108,0.214
1929,3,-0.251,0.197
1929,4,-0.288,0.25
1929,5,-0.465,0.299
1929,6,-0.614,0.231
1929,7,-0.474,0.3
1929,8,-0.275,0.319
1929,9,-0.305,0.259
1929,10,0.172,0.193
1929,11,0.024,0.243
1929,12,-1.136,0.221
1930,1,-0.304,0.244
1930,2,-0.146,0.225
1930,3,0.149,0.218
1930,4,-0.203,0.235
1930,5,-0.307,0.285
1930,6,-0.23,0.234
1930,7,0.022,0.301
1930,8,-0.047,0.322
1930,9,-0.263,0.243
1930,10,-0.037,0.184
1930,11,0.376,0.225
1930,12,0.078,0.22
1931,1,0.038,0.239
1931,2,-0.541,0.228
1931,3,-0.122,0.204
1931,4,-0.229,0.243
1931,5,-0.389,0.28
1931,6,0.007,0.228
1931,7,0.148,0.303
1931,8,0.164,0.322
1931,9,0.153,0.253
1931,10,0.645,0.182
1931,11,0.101,0.182
1931,12,0.331,0.187
1932,1,0.936,0.191
1932,2,-0.296,0.201
1932,3,-0.429,0.189
1932,4,0.369,0.251
1932,5,-0.17,0.285
1932,6,-0.184,0.244
1932,7,-0.053,0.302
1932,8,-0.186,0.323
1932,9,0.157,0.243
1932,10,0.368,0.176
1932,11,-0.291,0.186
1932,12,-0.183,0.195
1933,1,-0.504,0.187
1933,2,-0.617,0.21
1933,3,-0.517,0.216
1933,4,-0.279,0.244
1933,5,-0.33,0.282
1933,6,-0.445,0.231
1933,7,-0.193,0.303
1933,8,-0.18,0.323
1933,9,-0.297,0.247
1933,10,-0.07,0.186
1933,11,-0.283,0.196
1933,12,-0.622,0.203
1934,1,-0.23,0.208
1934,2,0.388,0.199
1934,3,-0.598,0.194
1934,4,-0.391,0.247
1934,5,0.088,0.282
1934,6,-0.14,0.228
1934,7,-0.075,0.302
1934,8,-0.163,0.33
1934,9,-0.407,0.246
1934,10,0.13,0.19
1934,11,0.224,0.183
1934,12,0.253,0.217
1935,1,-0.519,0.227
1935,2,0.819,0.199
1935,3,0.009,0.203
1935,4,-0.633,0.241
1935,5,-0.499,0.28
1935,6,-0.238,0.241
1935,7,-0.098,0.297
1935,8,-0.171,0.326
1935,9,-0.15,0.235
1935,10,0.202,0.184
1935,11,-0.711,0.203
1935,12,-0.294,0.2
1936,1,-0.46,0.229
1936,2,-0.792,0.206
1936,3,-0.362,0.215
1936,4,-0.277,0.242
1936,5,-0.15,0.288
1936,6,-0.204,0.229
1936,7,0.185,0.303
1936,8,-0.082,0.33
1936,9,-0.13,0.24
1936,10,0.163,0.178
1936,11,0.063,0.195
1936,12,0.184,0.188
1937,1,-0.239,0.191
1937,2,0.261,0.218
1937,3,-0.514,0.263
1937,4,-0.264,0.251
1937,5,0.015,0.287
1937,6,0.033,0.234
1937,7,-0.067,0.302
1937,8,0.069,0.325
1937,9,0.239,0.248
1937,10,0.425,0.194
1937,11,0.189,0.185
1937,12,-0.239,0.227
1938,1,0.224,0.186
1938,2,0.136,0.2
1938,3,0.267,0.237
1938,4,0.522,0.246
1938,5,0.073,0.288
1938,6,-0.243,0.228
1938,7,0.043,0.3
1938,8,0.02,0.326
1938,9,0.27,0.24
1938,10,0.49,0.175
1938,11,0.411,0.194
1938,12,-0.195,0.219
1939,1,0.25,0.19
1939,2,-0.038,0.213
1939,3,-0.445,0.222
1939,4,-0.063,0.258
1939,5,0.125,0.294
1939,6,-0.016,0.248
1939,7,-0.012,0.315
1939,8,0.003,0.324
1939,9,-0.183,0.244
1939,10,-0.062,0.185
1939,11,0.029,0.187
1939,12,1.245,0.196
1940,1,-0.339,0.203
1940,2,0.13,0.2
1940,3,0.015,0.197
1940,4,0.34,0.237
1940,5,-0.075,0.284
1940,6,0.034,0.232
1940,7,0.175,0.304
1940,8,-0.099,0.324
1940,9,0.149,0.251
1940,10,0.182,0.201
1940,11,-0.08,0.193
1940,12,0.417,0.199
1941,1,0.067,0.189
1941,2,0.366,0.197
1941,3,-0.163,0.186
1941,4,0.173,0.239
1941,5,0.101,0.284
1941,6,0.096,0.238
1941,7,0.289,0.305
1941,8,0.107,0.324
1941,9,-0.294,0.234
1941,10,0.436,0.173
1941,11,-0.193,0.189
1941,12,-0.008,0.209
1942,1,0.422,0.185
1942,2,-0.395,0.202
1942,3,-0.064,0.189
1942,4,0.045,0.236
1942,5,-0.044,0.278
1942,6,0.035,0.228
1942,7,-0.171,0.296
1942,8,-0.137,0.323
1942,9,0.022,0.239
1942,10,0.343,0.176
1942,11,0.244,0.183
1942,12,0.215,0.191
1943,1,-0.288,0.181
1943,2,0.261,0.188
1943,3,-0.235,0.189
1943,4,0.257,0.237
1943,5,0.083,0.277
1943,6,-0.386,0.229
1943,7,0.052,0.309
1943,8,-0.143,0.317
1943,9,-0.032,0.234
1943,10,0.622,0.178
1943,11,0.097,0.173
1943,12,0.543,0.188
1944,1,0.851,0.186
1944,2,0.309,0.192
1944,3,0.15,0.181
1944,4,0.05,0.226
1944,5,-0.037,0.278
1944,6,-0.074,0.225
1944,7,0.051,0.29
1944,8,0.102,0.308
1944,9,0.318,0.231
1944,10,0.516,0.178
1944,11,-0.052,0.18
1944,12,-0.248,0.191
1945,1,-0.134,0.184
1945,2,-0.625,0.199
1945,3,-0.194,0.18
1945,4,0.275,0.232
1945,5,-0.296,0.275
1945,6,-0.21,0.232
1945,7,-0.197,0.296
1945,8,0.382,0.317
1945,9,0.088,0.239
1945,10,0.296,0.179
1945,11,-0.067,0.18
1945,12,-0.533,0.185
1946,1,0.324,0.183
1946,2,0.199,0.197
1946,3,-0.125,0.195
1946,4,0.458,0.226
1946,5,-0.02,0.266
1946,6,-0.223,0.224
1946,7,0.017,0.291
1946,8,-0.093,0.316
1946,9,-0.056,0.23
1946,10,0.015,0.178
1946,11,0.11,0.172
1946,12,-0.522,0.181
1947,1,-0.044,0.174
1947,2,0.034,0.181
1947,3,0.43,0.188
1947,4,0.299,0.219
1947,5,-0.048,0.269
1947,6,-0.095,0.22
1947,7,-0.047,0.286
1947,8,-0.075,0.31
1947,9,0.049,0.232
1947,10,0.738,0.18
1947,11,0.284,0.18
1947,12,-0.029,0.19
1948,1,0.707,0.176
1948,2,-0.058,0.178
1948,3,-0.45,0.187
1948,4,0.114,0.216
1948,5,0.127,0.26
1948,6,0.115,0.21
1948,7,0.028,0.276
1948,8,-0.032,0.298
1948,9,0.02,0.219
1948,10,0.31,0.158
1948,11,0.073,0.166
1948,12,-0.185,0.174
1949,1,0.576,0.177
1949,2,-0.503,0.174
1949,3,-0.307,0.163
1949,4,-0.041,0.219
1949,5,-0.087,0.258
1949,6,-0.341,0.213
1949,7,-0.211,0.274
1949,8,-0.107,0.297
1949,9,-0.192,0.216
1949,10,0.251,0.18
1949,11,0.012,0.166
1949,12,-0.22,0.186
1950,1,-0.647,0.171
1950,2,-0.538,0.157
1950,3,-0.125,0.144
1950,4,-0.265,0.194
1950,5,-0.102,0.23
1950,6,-0.164,0.184
1950,7,-0.254,0.237
1950,8,-0.463,0.223
1950,9,-0.156,0.192
1950,10,-0.106,0.149
1950,11,-0.75,0.129
1950,12,-0.128,0.147
1951,1,-0.514,0.119
1951,2,-0.92,0.151
1951,3,-0.276,0.156
1951,4,-0.009,0.161
1951,5,0.065,0.218
1951,6,-0.294,0.202
1951,7,-0.105,0.242
1951,8,0.099,0.253
1951,9,0.186,0.223
1951,10,0.399,0.131
1951,11,0.106,0.136
1951,12,0.65,0.156
1952,1,0.401,0.144
1952,2,0.137,0.177
1952,3,-0.401,0.178
1952,4,0.093,0.226
1952,5,-0.042,0.274
1952,6,-0.079,0.213
1952,7,0.153,0.282
1952,8,0.061,0.304
1952,9,0.132,0.223
1952,10,-0.112,0.166
1952,11,-0.672,0.173
1952,12,-0.001,0.179
1953,1,0.316,0.169
1953,2,0.382,0.186
1953,3,0.363,0.175
1953,4,0.514,0.232
1953,5,0.123,0.278
1953,6,0.072,0.216
1953,7,-0.004,0.285
1953,8,0.149,0.305
1953,9,0.105,0.222
1953,10,0.329,0.173
1953,11,-0.188,0.172
1953,12,0.331,0.175
1954,1,-0.581,0.145
1954,2,-0.207,0.184
1954,3,-0.191,0.162
1954,4,-0.208,0.213
1954,5,-0.392,0.22
1954,6,-0.133,0.188
1954,7,-0.157,0.227
1954,8,-0.054,0.249
1954,9,-0.022,0.205
1954,10,0.288,0.148
1954,11,0.468,0.146
1954,12,-0.104,0.159
1955,1,0.766,0.136
1955,2,-0.102,0.144
1955,3,-0.758,0.12
1955,4,-0.246,0.144
1955,5,-0.191,0.186
1955,6,0.021,0.134
1955,7,-0.15,0.178
1955,8,0.378,0.237
1955,9,-0.165,0.142
1955,10,0.468,0.112
1955,11,-0.139,0.134
1955,12,-0.356,0.136
1956,1,-0.166,0.1
1956,2,-0.473,0.115
1956,3,-0.455,0.118
1956,4,-0.451,0.078
1956,5,-0.656,0.085
1956,6,-0.362,0.135
1956,7,-0.194,0.066
1956,8,-0.71,0.121
1956,9,-0.319,0.09
1956,10,-0.326,0.094
1956,11,-0.371,0.127
1956,12,-0.073,0.17
1957,1,-0.15,0.11
1957,2,-0.128,0.09
1957,3,-0.321,0.082
1957,4,-0.005,0.189
1957,5,-0.127,0.099
1957,6,0.256,0.206
1957,7,-0.263,0.23
1957,8,0.178,0.184
1957,9,0.196,0.349
1957,10,0.237,0.155
1957,11,0.278,0.129
1957,12,0.665,0.118
1958,1,0.927,0.102
1958,2,0.445,0.152
1958,3,0.108,0.092
1958,4,0.157,0.051
1958,5,0.141,0.074
1958,6,-0.336,0.106
1958,7,0.046,0.137
1958,8,-0.304,0.116
1958,9,-0.261,0.086
1958,10,0.124,0.079
1958,11,0.161,0.078
1958,12,0.155,0.099
1959,1,0.313,0.043
1959,2,0.089,0.074
1959,3,0.52,0.188
1959,4,0.457,0.11
1959,5,-0.047,0.093
1959,6,0.055,0.046
1959,7,0.057,0.102
1959,8,-0.034,0.095
1959,9,-0.172,0.101
1959,10,-0.096,0.09
1959,11,-0.352,0.056
1959,12,0.114,0.062
1960,1,0.084,0.066
1960,2,0.562,0.095
1960,3,-1.051,0.077
1960,4,-0.275,0.059
1960,5,-0.506,0.081
1960,6,-0.042,0.071
1960,7,-0.191,0.088
1960,8,-0.08,0.108
1960,9,-0.02,0.078
1960,10,0.225,0.046
1960,11,-0.28,0.129
1960,12,0.607,0.079
1961,1,0.302,0.077
1961,2,0.453,0.101
1961,3,0.231,0.073
1961,4,0.286,0.149
1961,5,0.253,0.079
1961,6,0.177,0.128
1961,7,-0.076,0.063
1961,8,-0.041,0.157
1961,9,0.136,0.077
1961,10,0.051,0.176
1961,11,0.097,0.066
1961,12,-0.159,0.044
1962,1,0.36,0.07
1962,2,0.453,0.062
1962,3,0.193,0.132
1962,4,0.172,0.131
1962,5,-0.252,0.048
1962,6,-0.089,0.193
1962,7,-0.175,0.061
1962,8,-0.191,0.102
1962,9,-0.103,0.256
1962,10,0.192,0.204
1962,11,0.176,0.145
1962,12,0.259,0.066
1963,1,0.259,0.069
1963,2,0.797,0.052
1963,3,-0.241,0.107
1963,4,-0.203,0.099
1963,5,-0.34,0.08
1963,6,-0.105,0.091
1963,7,0.123,0.09
1963,8,0.415,0.047
1963,9,0.46,0.147
1963,10,0.685,0.079
1963,11,0.452,0.105
1963,12,0.091,0.07
1964,1,0.237,0.152
1964,2,-0.208,0.057
1964,3,-0.475,0.065
1964,4,-0.447,0.085
1964,5,-0.472,0.069
1964,6,-0.042,0.095
1964,7,-0.07,0.105
1964,8,-0.244,0.15
1964,9,-0.531,0.056
1964,10,-0.424,0.084
1964,11,-0.126,0.082
1964,12,-0.21,0.071
1965,1,0.223,0.078
1965,2,-0.208,0.093
1965,3,-0.162,0.098
1965,4,-0.375,0.113
1965,5,-0.152,0.14
1965,6,-0.198,0.188
1965,7,-0.311,0.137
1965,8,-0.086,0.055
1965,9,-0.376,0.113
1965,10,0.23,0.117
1965,11,-0.245,0.073
1965,12,0.112,0.104
1966,1,-0.152,0.044
1966,2,0.047,0.069
1966,3,0.187,0.146
1966,4,-0.211,0.117
1966,5,-0.167,0.056
1966,6,0.038,0.134
1966,7,0.216,0.109
1966,8,-0.146,0.097
1966,9,0.033,0.056
1966,10,-0.133,0.097
1966,11,-0.156,0.115
1966,12,-0.288,0.064
1967,1,0.078,0.062
1967,2,-0.334,0.088
1967,3,0.074,0.107
1967,4,0.039,0.097
1967,5,0.261,0.101
1967,6,-0.341,0.078
1967,7,-0.009,0.119
1967,8,-0.167,0.152
1967,9,-0.047,0.071
1967,10,0.551,0.06
1967,11,0.067,0.093
1967,12,0.246,0.04
1968,1,-0.275,0.07
1968,2,0.008,0.067
1968,3,0.79,0.066
1968,4,0.085,0.086
1968,5,-0.368,0.092
1968,6,-0.284,0.105
1968,7,-0.403,0.107
1968,8,-0.415,0.081
1968,9,-0.552,0.131
1968,10,0.194,0.1
1968,11,-0.218,0.091
1968,12,-0.432,0.041
1969,1,-0.681,0.038
1969,2,-0.789,0.077
1969,3,-0.247,0.111
1969,4,0.214,0.095
1969,5,-0.022,0.05
1969,6,-0.039,0.069
1969,7,-0.165,0.105
1969,8,-0.082,0.091
1969,9,-0.106,0.075
1969,10,0.237,0.085
1969,11,0.31,0.049
1969,12,0.541,0.078
1970,1,0.196,0.07
1970,2,0.514,0.094
1970,3,-0.05,0.114
1970,4,0.228,0.091
1970,5,-0.163,0.05
1970,6,-0.007,0.167
1970,7,0.028,0.088
1970,8,-0.239,0.076
1970,9,0.173,0.053
1970,10,0.09,0.062
1970,11,-0.056,0.067
1970,12,-0.14,0.049
1971,1,0.337,0.06
1971,2,-0.35,0.113
1971,3,-0.323,0.039
1971,4,-0.023,0.082
1971,5,-0.149,0.109
1971,6,-0.424,0.07
1971,7,-0.244,0.083
1971,8,-0.013,0.077
1971,9,0.022,0.124
1971,10,0.134,0.079
1971,11,0.197,0.093
1971,12,0.21,0.066
1972,1,-0.75,0.078
1972,2,-0.627,0.082
1972,3,-0.101,0.142
1972,4,-0.004,0.084
1972,5,-0.191,0.092
1972,6,0,0.11
1972,7,-0.147,0.149
1972,8,0.281,0.099
1972,9,-0.203,0.162
1972,10,0.093,0.121
1972,11,-0.297,0.087
1972,12,0.126,0.066
1973,1,0.409,0.108
1973,2,0.668,0.123
1973,3,0.503,0.061
1973,4,0.599,0.116
1973,5,0.398,0.05
1973,6,0.314,0.044
1973,7,0.07,0.128
1973,8,-0.032,0.176
1973,9,0.015,0.063
1973,10,0.363,0.099
1973,11,0.133,0.071
1973,12,0.173,0.043
1974,1,-0.368,0.106
1974,2,-0.648,0.121
1974,3,-0.121,0.111
1974,4,-0.005,0.109
1974,5,-0.164,0.096
1974,6,-0.134,0.051
1974,7,-0.083,0.109
1974,8,0.112,0.124
1974,9,-0.363,0.134
1974,10,-0.151,0.06
1974,11,-0.184,0.088
1974,12,-0.114,0.129
1975,1,0.42,0.051
1975,2,0.172,0.076
1975,3,0.391,0.107
1975,4,0.232,0.112
1975,5,0.38,0.095
1975,6,0.033,0.134
1975,7,-0.024,0.131
1975,8,-0.417,0.178
1975,9,0.01,0.088
1975,10,0.063,0.05
1975,11,-0.2,0.055
1975,12,-0.003,0.063
1976,1,0.256,0.054
1976,2,-0.178,0.096
1976,3,-0.809,0.082
1976,4,-0.061,0.115
1976,5,-0.398,0.16
1976,6,-0.434,0.103
1976,7,-0.223,0.178
1976,8,-0.382,0.203
1976,9,-0.211,0.058
1976,10,-0.735,0.148
1976,11,-0.431,0.078
1976,12,0.022,0.044
1977,1,-0.133,0.039
1977,2,0.244,0.111
1977,3,0.393,0.091
1977,4,0.504,0.079
1977,5,0.458,0.097
1977,6,0.374,0.048
1977,7,0.269,0.09
1977,8,0.211,0.09
1977,9,-0.242,0.076
1977,10,-0.086,0.074
1977,11,0.449,0.059
1977,12,0.087,0.027
1978,1,0.082,0.084
1978,2,0.239,0.088
1978,3,0.299,0.062
1978,4,0.448,0.113
1978,5,0.017,0.055
1978,6,-0.285,0.074
1978,7,-0.028,0.192
1978,8,-0.592,0.089
1978,9,-0.073,0.09
1978,10,0.096,0.077
1978,11,0.255,0.077
1978,12,0.082,0.08
1979,1,0.049,0.066
1979,2,-0.387,0.066
1979,3,0.12,0.051
1979,4,0.109,0.053
1979,5,-0.205,0.087
1979,6,-0.075,0.117
1979,7,-0.257,0.084
1979,8,-0.053,0.087
1979,9,0.129,0.058
1979,10,0.338,0.086
1979,11,0.192,0.105
1979,12,0.946,0.094
1980,1,0.327,0.085
1980,2,0.428,0.061
1980,3,0.046,0.072
1980,4,0.569,0.102
1980,5,0.395,0.082
1980,6,0.07,0.08
1980,7,0.373,0.081
1980,8,0.3,0.095
1980,9,0.221,0.071
1980,10,0.296,0.036
1980,11,0.578,0.111
1980,12,0.344,0.094
1981,1,1.176,0.058
1981,2,0.815,0.06
1981,3,0.915,0.08
1981,4,0.596,0.081
1981,5,0.145,0.115
1981,6,0.256,0.119
1981,7,0.344,0.062
1981,8,0.611,0.14
1981,9,0.095,0.068
1981,10,0.124,0.066
1981,11,0.155,0.063
1981,12,0.851,0.028
1982,1,-0.076,0.073
1982,2,0.074,0.059
1982,3,-0.441,0.064
1982,4,0.128,0.083
1982,5,-0.022,0.068
1982,6,-0.252,0.066
1982,7,0.182,0.099
1982,8,-0.087,0.073
1982,9,-0.06,0.071
1982,10,-0.013,0.042
1982,11,-0.129,0.13
1982,12,0.684,0.12
1983,1,0.828,0.053
1983,2,0.616,0.06
1983,3,0.366,0.071
1983,4,0.346,0.066
1983,5,0.391,0.083
1983,6,-0.027,0.096
1983,7,0.038,0.059
1983,8,0.423,0.122
1983,9,0.592,0.126
1983,10,0.241,0.079
1983,11,0.667,0.095
1983,12,0.182,0.06
1984,1,0.325,0.057
1984,2,-0.129,0.027
1984,3,0.354,0.058
1984,4,0.073,0.096
1984,5,0.63,0.072
1984,6,-0.137,0.199
1984,7,0.047,0.111
1984,8,0.067,0.066
1984,9,-0.086,0.055
1984,10,0.132,0.055
1984,11,-0.275,0.116
1984,12,-0.472,0.086
1985,1,0.4,0.046
1985,2,-0.507,0.06
1985,3,0.144,0.032
1985,4,0.267,0.121
1985,5,0.067,0.068
1985,6,0.069,0.121
1985,7,-0.379,0.098
1985,8,0.177,0.088
1985,9,-0.131,0.086
1985,10,0.083,0.094
1985,11,-0.119,0.104
1985,12,0.146,0.094
1986,1,0.698,0.103
1986,2,0.788,0.059
1986,3,0.46,0.066
1986,4,0.505,0.054
1986,5,0.229,0.057
1986,6,-0.1,0.093
1986,7,-0.069,0.077
1986,8,0.076,0.105
1986,9,-0.269,0.112
1986,10,0.063,0.058
1986,11,-0.16,0.072
1986,12,0.111,0.076
1987,1,0.522,0.067
1987,2,0.929,0.067
1987,3,-0.065,0.045
1987,4,0.248,0.058
1987,5,0.153,0.084
1987,6,0.414,0.089
1987,7,0.512,0.096
1987,8,0.008,0.093
1987,9,0.356,0.087
1987,10,0.358,0.069
1987,11,-0.048,0.072
1987,12,0.847,0.07
1988,1,0.851,0.028
1988,2,0.235,0.066
1988,3,0.613,0.065
1988,4,0.648,0.046
1988,5,0.492,0.07
1988,6,0.584,0.122
1988,7,0.396,0.071
1988,8,0.651,0.133
1988,9,0.588,0.063
1988,10,0.747,0.092
1988,11,0.208,0.086
1988,12,0.732,0.111
1989,1,0.1,0.069
1989,2,0.415,0.058
1989,3,0.477,0.083
1989,4,0.36,0.072
1989,5,-0.095,0.057
1989,6,-0.033,0.114
1989,7,0.255,0.115
1989,8,0.247,0.062
1989,9,0.307,0.04
1989,10,0.523,0.034
1989,11,0.102,0.068
1989,12,0.787,0.071
1990,1,0.655,0.072
1990,2,0.458,0.08
1990,3,1.397,0.071
1990,4,0.821,0.063
1990,5,0.454,0.055
1990,6,0.395,0.083
1990,7,0.421,0.111
1990,8,0.214,0.09
1990,9,0.118,0.127
1990,10,0.609,0.092
1990,11,0.825,0.106
1990,12,0.785,0.061
1991,1,0.614,0.078
1991,2,0.851,0.055
1991,3,0.261,0.051
1991,4,0.899,0.089
1991,5,0.268,0.106
1991,6,0.775,0.063
1991,7,0.624,0.096
1991,8,0.453,0.079
1991,9,0.577,0.074
1991,10,0.51,0.058
1991,11,0.354,0.094
1991,12,0.437,0.067
1992,1,0.97,0.041
1992,2,0.713,0.08
1992,3,0.596,0.1
1992,4,0.21,0.063
1992,5,0.172,0.086
1992,6,0.062,0.052
1992,7,-0.229,0.053
1992,8,-0.117,0.077
1992,9,-0.43,0.068
1992,10,0.114,0.068
1992,11,-0.202,0.1
1992,12,0.446,0.142
1993,1,0.694,0.086
1993,2,0.557,0.035
1993,3,0.608,0.06
1993,4,0.334,0.071
1993,5,0.118,0.079
1993,6,0.027,0.067
1993,7,0.206,0.062
1993,8,-0.042,0.073
1993,9,-0.151,0.071
1993,10,0.378,0.067
1993,11,-0.347,0.064
1993,12,0.409,0.082
1994,1,0.42,0.063
1994,2,-0.399,0.096
1994,3,0.409,0.065
1994,4,0.669,0.062
1994,5,0.317,0.05
1994,6,0.634,0.08
1994,7,0.292,0.092
1994,8,0.074,0.105
1994,9,0.443,0.044
1994,10,0.759,0.04
1994,11,0.693,0.07
1994,12,0.459,0.054
1995,1,0.926,0.062
1995,2,1.462,0.089
1995,3,0.63,0.056
1995,4,0.629,0.037
1995,5,0.206,0.025
1995,6,0.637,0.077
1995,7,0.737,0.053
1995,8,0.747,0.056
1995,9,0.459,0.048
1995,10,0.858,0.064
1995,11,0.664,0.098
1995,12,0.484,0.046
1996,1,0.26,0.055
1996,2,0.768,0.092
1996,3,0.194,0.086
1996,4,0.331,0.059
1996,5,0.219,0.054
1996,6,0.167,0.053
1996,7,0.457,0.075
1996,8,0.711,0.039
1996,9,0.226,0.08
1996,10,0.277,0.057
1996,11,0.426,0.06
1996,12,0.673,0.054
1997,1,0.584,0.068
1997,2,0.549,0.054
1997,3,0.67,0.084
1997,4,0.534,0.074
1997,5,0.216,0.028
1997,6,0.623,0.047
1997,7,0.16,0.072
1997,8,0.353,0.098
1997,9,0.588,0.052
1997,10,0.881,0.049
1997,11,0.741,0.116
1997,12,0.791,0.082
1998,1,0.766,0.069
1998,2,1.622,0.046
1998,3,0.697,0.03
1998,4,1.018,0.085
1998,5,0.921,0.059
1998,6,1.029,0.092
1998,7,0.973,0.069
1998,8,1.002,0.045
1998,9,0.575,0.046
1998,10,0.714,0.051
1998,11,0.328,0.061
1998,12,1.049,0.029
1999,1,0.941,0.072
1999,2,1.471,0.055
1999,3,0.197,0.049
1999,4,0.462,0.049
1999,5,0.329,0.083
1999,6,0.526,0.079
1999,7,0.472,0.069
1999,8,0.467,0.073
1999,9,0.63,0.058
1999,10,0.756,0.079
1999,11,0.511,0.065
1999,12,0.95,0.047
2000,1,0.371,0.071
2000,2,0.996,0.064
2000,3,0.89,0.05
2000,4,1.211,0.059
2000,5,0.51,0.095
2000,6,0.549,0.095
2000,7,0.478,0.073
2000,8,0.646,0.066
2000,9,0.455,0.054
2000,10,0.233,0.061
2000,11,0.212,0.054
2000,12,0.23,0.039
2001,1,0.749,0.077
2001,2,0.539,0.041
2001,3,0.91,0.05
2001,4,0.892,0.082
2001,5,0.92,0.083
2001,6,0.6,0.061
2001,7,0.785,0.055
2001,8,0.534,0.081
2001,9,0.614,0.061
2001,10,0.674,0.058
2001,11,1.245,0.041
2001,12,0.893,0.05
2002,1,1.435,0.064
2002,2,1.499,0.071
2002,3,1.457,0.041
2002,4,0.893,0.067
2002,5,0.875,0.077
2002,6,0.576,0.073
2002,7,0.967,0.08
2002,8,0.662,0.061
2002,9,0.863,0.054
2002,10,0.725,0.073
2002,11,0.81,0.101
2002,12,0.396,0.084
2003,1,1.387,0.09
2003,2,0.893,0.056
2003,3,0.736,0.067
2003,4,0.808,0.055
2003,5,0.786,0.097
2003,6,0.499,0.088
2003,7,0.614,0.085
2003,8,0.777,0.08
2003,9,0.804,0.096
2003,10,1.163,0.047
2003,11,0.635,0.06
2003,12,1.509,0.043
2004,1,0.943,0.106
2004,2,1.293,0.063
2004,3,1.012,0.053
2004,4,0.892,0.069
2004,5,0.169,0.054
2004,6,0.383,0.068
2004,7,-0.061,0.11
2004,8,0.289,0.094
2004,9,0.51,0.063
2004,10,0.876,0.062
2004,11,1.234,0.065
2004,12,0.641,0.055
2005,1,1.214,0.08
2005,2,0.727,0.036
2005,3,1.238,0.07
